symbol,name,asset_type,exchange,source,is_etf
SPY,SPDR S&P 500 ETF Trust,etf,NYSEARCA,core-etf-seed+sec-company-tickers+nasdaq-trader,true
QQQ,Invesco QQQ Trust,etf,NYSEARCA,core-etf-seed+sec-company-tickers+nasdaq-trader,true
IWM,iShares Russell 2000 ETF,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
DIA,SPDR Dow Jones Industrial Average ETF,etf,NYSEARCA,core-etf-seed+sec-company-tickers+nasdaq-trader,true
VTI,Vanguard Total Stock Market ETF,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
XLK,Technology Select Sector SPDR Fund,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
XLF,Financial Select Sector SPDR Fund,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
XLV,Health Care Select Sector SPDR Fund,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
XLY,Consumer Discretionary Select Sector SPDR Fund,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
XLI,Industrial Select Sector SPDR Fund,etf,NYSEARCA,core-etf-seed+nasdaq-trader,true
NVDA,NVIDIA CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GOOGL,Alphabet Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AAPL,Apple Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MSFT,MICROSOFT CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AMZN,AMAZON COM INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AVGO,Broadcom Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TSLA,"Tesla, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
META,"Meta Platforms, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BRK-B,BERKSHIRE HATHAWAY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MU,MICRON TECHNOLOGY INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LLY,ELI LILLY & Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WMT,Walmart Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JPM,JPMORGAN CHASE & CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMD,ADVANCED MICRO DEVICES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ASML,ASML HOLDING NV,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
XOM,EXXON MOBIL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
V,VISA INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
INTC,INTEL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ORCL,ORACLE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JNJ,JOHNSON & JOHNSON,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CSCO,"CISCO SYSTEMS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
COST,COSTCO WHOLESALE CORP /NEW,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MA,Mastercard Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CAT,CATERPILLAR INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LRCX,LAM RESEARCH CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CYATY,"Contemporary Amperex Technology Co., Limited/ADR",stock,OTC,sec-company-tickers,false
ABBV,AbbVie Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BAC,BANK OF AMERICA CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NFLX,NETFLIX INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CVX,CHEVRON CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMAT,APPLIED MATERIALS INC /DE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KO,COCA COLA CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UNH,UNITEDHEALTH GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ARM,ARM HOLDINGS PLC /UK,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PG,PROCTER & GAMBLE Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GE,GENERAL ELECTRIC CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HSBC,HSBC HOLDINGS PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MS,MORGAN STANLEY,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BABA,Alibaba Group Holding Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HD,"HOME DEPOT, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MRK,"Merck & Co., Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TXN,TEXAS INSTRUMENTS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GS,GOLDMAN SACHS GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AZN,ASTRAZENECA PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GEV,GE Vernova Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NVS,NOVARTIS AG,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PM,Philip Morris International Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RY,ROYAL BANK OF CANADA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KLAC,KLA CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
QCOM,QUALCOMM INC/DE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TM,TOYOTA MOTOR CORP/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RTX,RTX Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LIN,LINDE PLC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WFC,WELLS FARGO & COMPANY/MN,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SHEL,Shell plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IBM,INTERNATIONAL BUSINESS MACHINES CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNDK,Sandisk Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KXIAY,Kioxia Holdings Corporation/ADR,stock,OTC,sec-company-tickers,false
BHP,BHP Group Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
C,CITIGROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AXP,AMERICAN EXPRESS CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TMUS,"T-Mobile US, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SAP,SAP SE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ADI,ANALOG DEVICES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VZ,VERIZON COMMUNICATIONS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ANET,"Arista Networks, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTE,TotalEnergies SE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PEP,PEPSICO INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MCD,MCDONALDS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DELL,Dell Technologies Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NVO,NOVO NORDISK A S,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RTNTF,RIO TINTO LTD,stock,OTC,sec-company-tickers,false
STX,Seagate Technology Holdings plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TD,TORONTO DOMINION BANK,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NEE,NEXTERA ENERGY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MRVL,"Marvell Technology, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AMGN,AMGEN INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WDC,WESTERN DIGITAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SAN,"Banco Santander, S.A.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
DIS,Walt Disney Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SMERY,Siemens Energy AG/ADR,stock,OTC,sec-company-tickers,false
TJX,TJX COMPANIES INC /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RIO,RIO TINTO PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
T,AT&T INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BA,BOEING CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
APH,AMPHENOL CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRWD,"CrowdStrike Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
APP,AppLovin Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BLK,"BlackRock, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TMO,THERMO FISHER SCIENTIFIC INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DTEGY,DEUTSCHE TELEKOM AG,stock,OTC,sec-company-tickers,false
GILD,"GILEAD SCIENCES, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
UNP,UNION PACIFIC CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BUD,Anheuser-Busch InBev SA/NV,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SCCO,SOUTHERN COPPER CORP/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UBS,UBS Group AG,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ETN,Eaton Corp plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ISRG,INTUITIVE SURGICAL INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WELL,WELLTOWER INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ABT,ABBOTT LABORATORIES,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PFE,PFIZER INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRM,"Salesforce, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HON,HONEYWELL INTERNATIONAL INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BX,Blackstone Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HTHIY,HITACHI LTD,stock,OTC,sec-company-tickers,false
DE,DEERE & CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
COP,CONOCOPHILLIPS,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BTI,British American Tobacco p.l.c.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PDD,PDD Holdings Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PLD,"Prologis, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SHOP,SHOPIFY INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SONY,Sony Group Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HDB,HDFC BANK LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BKNG,Booking Holdings Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CB,Chubb Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ENB,ENBRIDGE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VRT,Vertiv Holdings Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UL,UNILEVER PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LMT,LOCKHEED MARTIN CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ATEYY,ADVANTEST CORP,stock,OTC,sec-company-tickers,false
SPGI,S&P Global Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MO,"ALTRIA GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SYK,STRYKER CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NEM,NEWMONT Corp /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BMY,BRISTOL MYERS SQUIBB CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IFNNY,INFINEON TECHNOLOGIES AG,stock,OTC,sec-company-tickers,false
COF,CAPITAL ONE FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CVS,CVS HEALTH Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SBUX,STARBUCKS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BMO,BANK OF MONTREAL /CAN/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MFG,MIZUHO FINANCIAL GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VRTX,VERTEX PHARMACEUTICALS INC / MA,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BP,BP PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ACN,Accenture plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CEG,Constellation Energy Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PH,Parker-Hannifin Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SPOT,Spotify Technology S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CM,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EQIX,EQUINIX INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SO,SOUTHERN CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNY,Sanofi,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CDNS,CADENCE DESIGN SYSTEMS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HWM,Howmet Aerospace Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GSK,GSK plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BN,BROOKFIELD Corp /ON/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNPS,SYNOPSYS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CME,CME GROUP INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TT,Trane Technologies plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MDT,Medtronic plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNHIY,"Sany Heavy Industries Co., Ltd./ADR",stock,OTC,sec-company-tickers,false
BNS,BANK OF NOVA SCOTIA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FTNT,"Fortinet, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CNQ,CANADIAN NATURAL RESOURCES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DUK,Duke Energy CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ADBE,ADOBE INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BNY,Bank of New York Mellon Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FDX,FEDEX CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IBN,ICICI BANK LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WMB,"WILLIAMS COMPANIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GD,GENERAL DYNAMICS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FCX,FREEPORT-MCMORAN INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CMI,CUMMINS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NOK,NOKIA CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MCK,MCKESSON CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AEM,AGNICO EAGLE MINES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CMCSA,COMCAST CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ING,ING GROEP NV,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ITUB,Itau Unibanco Holding S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ADP,AUTOMATIC DATA PROCESSING INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NGG,NATIONAL GRID PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HCA,"HCA Healthcare, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BE,Bloom Energy Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMT,AMERICAN TOWER CORP /MA/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SLB,SLB LIMITED/NV,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UPS,UNITED PARCEL SERVICE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WM,WASTE MANAGEMENT INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CSX,CSX CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BSX,BOSTON SCIENTIFIC CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ASX,"ASE Technology Holding Co., Ltd.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
USB,US BANCORP DE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JCI,Johnson Controls International plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MNST,Monster Beverage Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CIEN,CIENA CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ICE,"Intercontinental Exchange, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MGCLY,"Midea Group Co., Ltd./ADR",stock,OTC,sec-company-tickers,false
ELV,"Elevance Health, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
NXPI,NXP Semiconductors N.V.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MELI,MERCADOLIBRE INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BCS,BARCLAYS PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RKLB,Rocket Lab Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MMM,3M CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LYG,Lloyds Banking Group plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DDOG,"Datadog, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CP,CANADIAN PACIFIC KANSAS CITY LTD/CN,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NOC,NORTHROP GRUMMAN CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NTES,"NetEase, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MCO,MOODYS CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
E,ENI SPA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ABNB,"Airbnb, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BAESY,BAE SYSTEMS PLC /FI/,stock,OTC,sec-company-tickers,false
SPG,SIMON PROPERTY GROUP INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MDLZ,"Mondelez International, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AMX,AMERICA MOVIL SAB DE CV/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BAM,Brookfield Asset Management Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MRSH,"MARSH & MCLENNAN COMPANIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SU,SUNCOR ENERGY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CVNA,CARVANA CO.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NET,"Cloudflare, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ROST,"ROSS STORES, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
APO,"Apollo Global Management, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ORLY,O REILLY AUTOMOTIVE INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CI,Cigna Group,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HLT,Hilton Worldwide Holdings Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KMI,"KINDER MORGAN, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
EOG,EOG RESOURCES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRP,TC ENERGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MPC,Marathon Petroleum Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CL,COLGATE PALMOLIVE CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GM,General Motors Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NSC,NORFOLK SOUTHERN CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RCL,ROYAL CARIBBEAN CRUISES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VLO,VALERO ENERGY CORP/TX,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ECL,ECOLAB INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AEP,AMERICAN ELECTRIC POWER CO INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LITE,Lumentum Holdings Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CNI,CANADIAN NATIONAL RAILWAY CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
B,BARRICK MINING CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VALE,Vale S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PSX,Phillips 66,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TDG,TransDigm Group INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AON,Aon plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CTAS,CINTAS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CRH,CRH PUBLIC LTD CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MSI,"Motorola Solutions, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
WBD,"Warner Bros. Discovery, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ET,Energy Transfer LP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DASH,"DoorDash, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HOOD,"Robinhood Markets, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NKE,"NIKE, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
REGN,"REGENERON PHARMACEUTICALS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FIX,COMFORT SYSTEMS USA INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRV,"TRAVELERS COMPANIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MFC,MANULIFE FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NWG,NatWest Group plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
APD,"Air Products & Chemicals, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
IMO,IMPERIAL OIL LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DB,DEUTSCHE BANK AKTIENGESELLSCHAFT,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RSG,"REPUBLIC SERVICES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
NU,Nu Holdings Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STM,STMicroelectronics N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
F,FORD MOTOR CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TEL,TE Connectivity plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KEYS,"Keysight Technologies, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
LSEGY,London Stock Exchange Group plc,stock,OTC,sec-company-tickers,false
TFC,TRUIST FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
URI,"UNITED RENTALS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SRE,SEMPRA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AFL,AFLAC INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
D,"DOMINION ENERGY, INC",stock,NYSE,sec-company-tickers+nasdaq-trader,false
WPM,Wheaton Precious Metals Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",stock,NYSE,sec-company-tickers+nasdaq-trader,false
O,REALTY INCOME CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RELX,RELX PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RACE,Ferrari N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRGP,Targa Resources Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRWV,"CoreWeave, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MPLX,MPLX LP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OXY,OCCIDENTAL PETROLEUM CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OKE,ONEOK INC /NEW/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TGT,TARGET CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EONGY,E.ON SE,stock,OTC,sec-company-tickers,false
VST,Vistra Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALAB,"Astera Labs, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALL,ALLSTATE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FANG,"Diamondback Energy, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NUE,NUCOR CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SE,Sea Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRMOY,Tourmaline Oil Corp/ADR,stock,OTC,sec-company-tickers,false
CVE,CENOVUS ENERGY INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MET,METLIFE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PSA,Public Storage,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MCHP,MICROCHIP TECHNOLOGY INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BMWKY,Bayerische Motoren Werke AG/ADR,stock,OTC,sec-company-tickers,false
CBRS,Cerebras Systems Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CTVA,"Corteva, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
UMC,UNITED MICROELECTRONICS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NBIS,Nebius Group N.V.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AME,AMETEK INC/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FLEX,FLEX LTD.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AJG,Arthur J. Gallagher & Co.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
