symbol,name,asset_type,exchange,source,is_etf
ORA,"ORMAT TECHNOLOGIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
FRHC,Freedom Holding Corp.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RYAN,"RYAN SPECIALTY HOLDINGS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
EMN,EASTMAN CHEMICAL CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ICL,ICL Group Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EGO,ELDORADO GOLD CORP /FI,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FDS,FACTSET RESEARCH SYSTEMS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MBLY,Mobileye Global Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HSIC,HENRY SCHEIN INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
VFS,VinFast Auto Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CORZ,"Core Scientific, Inc./tx",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MTCH,"Match Group, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TEM,"Tempus AI, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RGTI,"Rigetti Computing, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NUVL,"Nuvalent, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AGCO,AGCO CORP /DE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IBRX,"ImmunityBio, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ZG,"ZILLOW GROUP, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VIST,"Vista Energy, S.A.B. de C.V.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MANH,MANHATTAN ASSOCIATES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,stock,OTC,sec-company-tickers,false
HESM,Hess Midstream LP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CMC,COMMERCIAL METALS Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMG,"AFFILIATED MANAGERS GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HALO,"HALOZYME THERAPEUTICS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FRO,Frontline plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AOS,SMITH A O CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OSK,OSHKOSH CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SFM,"Sprouts Farmers Market, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CAMT,CAMTEK LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BOKF,BOK FINANCIAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KRMN,Karman Holdings Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MWH,"SOLV Energy, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JHG,JANUS HENDERSON GROUP PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NE,Noble Corp plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WNRS,"WINNERS, INC.",stock,OTC,sec-company-tickers,false
BIRK,Birkenstock Holding plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BIO,"BIO-RAD LABORATORIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
IDA,IDACORP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ESE,ESCO TECHNOLOGIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NCLH,Norwegian Cruise Line Holdings Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SOBO,South Bow Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WFRD,Weatherford International plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SSD,"Simpson Manufacturing Co., Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GGAL,GRUPO FINANCIERO GALICIA SA,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CHRD,Chord Energy Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ACI,"Albertsons Companies, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TAP,MOLSON COORS BEVERAGE CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KEX,KIRBY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ECG,"Everus Construction Group, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PDI,PIMCO Dynamic Income Fund,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UGI,UGI CORP /PA/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CBSH,COMMERCE BANCSHARES INC /MO/,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CELH,"Celsius Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CAE,CAE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SM,SM Energy Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VLY,VALLEY NATIONAL BANCORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NFG,NATIONAL FUEL GAS CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NOV,NOV Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VBREY,Vibra Energia S.A./ADR,stock,OTC,sec-company-tickers,false
NVTS,Navitas Semiconductor Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
STAG,"STAG Industrial, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TECH,BIO-TECHNE Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VOYA,"Voya Financial, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
KGS,"Kodiak Gas Services, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BILI,Bilibili Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JXN,Jackson Financial Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LTH,"Life Time Group Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
QGEN,QIAGEN N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ST,Sensata Technologies Holding plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HQY,"HEALTHEQUITY, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AXS,AXIS CAPITAL HOLDINGS LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PLXS,PLEXUS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AVT,AVNET INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NXE,NexGen Energy Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CWAN,"Clearwater Analytics Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PCVX,"Vaxcyte, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RIG,Transocean Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MYRG,MYR GROUP INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RHP,"Ryman Hospitality Properties, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SLAB,SILICON LABORATORIES INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HR,Healthcare Realty Trust Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KNSL,"Kinsale Capital Group, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTEK,TETRA TECH INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MOS,MOSAIC CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LEA,LEAR CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BEPC,Brookfield Renewable Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FSS,FEDERAL SIGNAL CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VIPS,Vipshop Holdings Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRNO,Terreno Realty Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PB,PROSPERITY BANCSHARES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SEI,"Solaris Energy Infrastructure, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
JBTM,JBT MAREL Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PRIM,Primoris Services Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BBUC,Brookfield Business Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RAL,Ralliant Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IMVT,"Immunovant, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LKQ,LKQ CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FAF,First American Financial Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LOTMY,Lottomatica Group S.p.A./ADR,stock,OTC,sec-company-tickers,false
CBC,"Central Bancompany, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OR,OR Royalties Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OGC,OceanaGold Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VSH,VISHAY INTERTECHNOLOGY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
THG,"HANOVER INSURANCE GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CLF,CLEVELAND-CLIFFS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LNC,LINCOLN NATIONAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
QMMM,QMMM Holdings Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AWI,ARMSTRONG WORLD INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MIDD,MIDDLEBY Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GDS,GDS Holdings Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
IDCC,"InterDigital, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TEX,TEREX CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
URBN,URBAN OUTFITTERS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MORN,"Morningstar, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GKOS,GLAUKOS Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHYM,"Chime Financial, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NPO,Enpro Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PPC,PILGRIMS PRIDE CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VNO,VORNADO REALTY TRUST,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MSA,MSA Safety Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DOX,AMDOCS LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PNDRY,Pandora A/S / ADR,stock,OTC,sec-company-tickers,false
VAL,Valaris Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
POOL,POOL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HXL,HEXCEL CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MAC,MACERICH CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CENX,CENTURY ALUMINUM CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
UEC,URANIUM ENERGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ARSTY,Ariston Holding N.V./ADR,stock,OTC,sec-company-tickers,false
STWD,"STARWOOD PROPERTY TRUST, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
STEP,StepStone Group Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AROC,"Archrock, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TXNM,TXNM ENERGY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SGHC,Super Group (SGHC) Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VFC,V F CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TFPM,Triple Flag Precious Metals Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LNTH,"Lantheus Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ROAD,"Construction Partners, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CELC,Celcuity Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RGEN,REPLIGEN CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CORT,CORCEPT THERAPEUTICS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NEXHY,"Nippon Express Holdings, Inc./ADR",stock,OTC,sec-company-tickers,false
SWX,"Southwest Gas Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
LAD,LITHIA MOTORS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GTES,Gates Industrial Corp plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PTGX,"Protagonist Therapeutics, Inc",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AXTA,Axalta Coating Systems Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AN,"AUTONATION, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SSRM,SSR MINING INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SYRE,"Spyre Therapeutics, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EXP,EAGLE MATERIALS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GTX,Garrett Motion Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
S,"SentinelOne, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MHK,MOHAWK INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GBCI,"GLACIER BANCORP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AUGO,Aura Minerals Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CAG,CONAGRA BRANDS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NSA,National Storage Affiliates Trust,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FNB,FNB CORP/PA/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CIG,ENERGY CO OF MINAS GERAIS,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BTG,B2GOLD CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
APGE,"Apogee Therapeutics, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALKS,Alkermes plc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PJT,PJT Partners Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OMF,"OneMain Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
DBX,"DROPBOX, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MDA,MDA Space Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
COMP,"Compass, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RYN,RAYONIER INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
INGM,Ingram Micro Holding Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PAYC,"Paycom Software, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SRRK,Scholar Rock Holding Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CNTA,Centessa Pharmaceuticals plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RYTM,"RHYTHM PHARMACEUTICALS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FSV,FirstService Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PACS,"PACS Group, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ACA,"Arcosa, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SLFPY,STANDARD LIFE PLC,stock,OTC,sec-company-tickers,false
GATX,GATX CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ETSY,ETSY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TGTX,"TG THERAPEUTICS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MSM,MSC INDUSTRIAL DIRECT CO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DSGX,DESCARTES SYSTEMS GROUP INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RSI,"Rush Street Interactive, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
VSNT,"Versant Media Group, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WH,"WYNDHAM HOTELS & RESORTS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BZ,Kanzhun Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MIRM,"Mirum Pharmaceuticals, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
UBSI,UNITED BANKSHARES INC/WV,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PSN,PARSONS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CPB,CAMPBELL'S Co,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ACT,"Enact Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BYD,BOYD GAMING CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTAN,"ServiceTitan, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EAT,"BRINKER INTERNATIONAL, INC",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TAL,TAL Education Group,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MRCY,MERCURY SYSTEMS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PAGP,PLAINS GP HOLDINGS LP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ENIC,Enel Chile S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SFGYY,Sony Financial Group Inc./ADR,stock,OTC,sec-company-tickers,false
TKMTY,"Tokyo Metro Co., Ltd./ADR",stock,OTC,sec-company-tickers,false
OUT,OUTFRONT Media Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PCTY,Paylocity Holding Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
IBP,"Installed Building Products, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
FLG,"FLAGSTAR BANK, NATIONAL ASSOCIATION",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GVA,GRANITE CONSTRUCTION INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHE,CHEMED CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TFX,TELEFLEX INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CPA,"Copa Holdings, S.A.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
LW,"Lamb Weston Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
NOVT,NOVANTA INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SNROY,"Sanrio Company, Ltd./ADR",stock,OTC,sec-company-tickers,false
CACC,CREDIT ACCEPTANCE CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
APPF,APPFOLIO INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CROX,"Crocs, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PATH,"UiPath, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
COGT,"Cogent Biosciences, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ESAB,ESAB Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHDN,Churchill Downs Inc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KMX,CARMAX INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ABCB,Ameris Bancorp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NXST,"NEXSTAR MEDIA GROUP, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PEGA,PEGASYSTEMS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CE,Celanese Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
M,"Macy's, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BKH,BLACK HILLS CORP /SD/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KRG,KITE REALTY GROUP TRUST,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SYNA,SYNAPTICS Inc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KLIC,KULICKE & SOFFA INDUSTRIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OTEX,OPEN TEXT CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LB,LandBridge Co LLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PECO,"Phillips Edison & Company, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BLTE,"BELITE BIO, INC",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BLCO,Bausch & Lomb Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ESTC,Elastic N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MCY,MERCURY GENERAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PTCT,"PTC THERAPEUTICS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
IFS,Intercorp Financial Services Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMTM,"Amentum Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MATX,"Matson, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALM,Almonty Industries Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ESNT,Essent Group Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CWST,CASELLA WASTE SYSTEMS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OBDC,Blue Owl Capital Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AVAL,Grupo Aval Acciones Y Valores S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HWC,HANCOCK WHITNEY CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HIMS,"Hims & Hers Health, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GXO,"GXO Logistics, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
NICE,NICE Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MTG,MGIC INVESTMENT CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BXSL,Blackstone Secured Lending Fund,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RKGRY,RENK Group AG/ADR,stock,OTC,sec-company-tickers,false
TEO,TELECOM ARGENTINA SA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LEGN,Legend Biotech Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CGON,"CG Oncology, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TMHC,Taylor Morrison Home Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AUB,Atlantic Union Bankshares Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RUSHA,RUSH ENTERPRISES INC \TX\,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GRFS,Grifols SA,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MARA,"MARA Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CRC,California Resources Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EQPT,EquipmentShare.com Inc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BC,BRUNSWICK CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LPL,"LG Display Co., Ltd.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HOMB,HOME BANCSHARES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DLB,"Dolby Laboratories, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MGY,Magnolia Oil & Gas Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
QS,QuantumScape Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PLUG,PLUG POWER INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SIGI,SELECTIVE INSURANCE GROUP INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LQDA,Liquidia Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HPHTY,Hamamatsu Photonics K.K./ADR,stock,OTC,sec-company-tickers,false
ASB,ASSOCIATED BANC-CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IRDM,Iridium Communications Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ADT,ADT Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
G,Genpact LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OZK,Bank OZK,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GLNG,GOLAR LNG LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WTM,WHITE MOUNTAINS INSURANCE GROUP LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GOLF,Acushnet Holdings Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HASI,"HA Sustainable Infrastructure Capital, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
